Protein ID,Gene ID,Gene name,Adrenal gland,Appendix,Brain,Colon,Duodenum,Endometrium,Esophagus,Fallopian tube,Fat,Gallbladder,Heart,Kidney,Liver,Lung,Lymph node,Ovary,Pancreas,Placenta,Prostate,Rectum,Salivary gland,Small intestine,Smooth muscle,Spleen,Stomach,Testis,Thyroid,Tonsil,Urinary bladder
ENSP00000356599,ENSG00000186283,TOR3A,19899,120,702,1647,21776,13085,19721,6228,1264,30785,8608,2014,0,59298,15601,11860,668,12450,5673,18895,10055,4499,1716,11483,3876,4491,5272,1422,12370
ENSP00000356601;ENSP00000234816,ENSG00000116194,ANGPTL1,7056,0,0,5738,9697,592,8393,0,0,11898,0,2451,0,32339,0,0,0,6133,0,7801,6669,1281,1364,1419,1558,9395,400,0,0
ENSP00000356607,ENSG00000116191,RALGPS2,7539,12664,2007,5744,51187,19506,14009,7150,1560,6514,3993,1902,28601,22034,18300,3610,6558,26035,0,3476,169,75076,978,20978,4792,81202,3471,26432,9629
ENSP00000356621,ENSG00000075391,RASAL2,6089,1108,14615,5518,14976,14067,3729,9914,9316,13328,20650,952,40063,19541,0,2169,1789,16266,1600,3773,302,8016,2502,4012,5567,15349,2670,462,5799
ENSP00000356630,ENSG00000112406,HECA,8264,9594,25469,10522,50873,368257,38349,31192,23729,19393,31744,1545,14045,33392,11853,17631,7997,19021,34311,11139,40115,29602,31010,26169,6091,22608,6711,6682,15197
ENSP00000356632,ENSG00000146386,ABRACL,710989,1302397,1232539,283546,4041275,240659,1109710,396554,390610,1540252,600497,1099619,3436337,2183458,1096626,39905,467050,1296978,2932169,235382,3539430,5577037,1084837,5896611,1122658,3855538,842609,1271233,3434946
ENSP00000356634,ENSG00000116183,PAPPA2,0,279,372,118828,1541,1166,63893,16649,752,1079,34605,819,363,197,0,695,676,346194,3773,596,0,1003,1151,479,1269,1095,372,384,376
ENSP00000356641,ENSG00000143207,RFWD2,1180,606,19,0,2238,9400,414,325,0,1731,0,0,965,1201,0,1509,0,282,0,0,0,1143,909,0,1081,4681,112,0,161
ENSP00000263525;ENSP00000356646,ENSG00000116147,TNR,8172,2706,3249301,2481,3688,1757,12097,5006,2393,13000,133858,702,27191,2646,1928,16146,17560,12481,2199,10588,456,6403,5589,1381,3124,2698,950,0,1960
ENSP00000356652,ENSG00000116161,CACYBP,2685616,523520,3914842,1241202,4932018,1515441,2191070,1491758,1755348,2237056,1797592,1410508,3322873,5549194,1044264,1385248,972197,1137857,2350524,3003049,1036719,3052359,831601,1879995,1431646,5141386,807139,625364,1463609
ENSP00000258349;ENSP00000356667;ENSP00000356669,ENSG00000135870,RC3H1,11328,17631,3691,1367,7022,3373,22303,5810,556,4602,8796,3554,7316,16170,3118,1954,4257,3855,23913,4995,2256,13116,1928,1633,11936,3325,1779,622,4086
ENSP00000356671,ENSG00000117601,SERPINC1,5140999,4976417,370438,2299061,3542171,5176696,6270019,6142539,25318358,9160797,3037222,6383110,5741920,1342442,682686,4433464,802733,3901049,6717994,3727887,2190980,2468078,6015695,721037,6367958,6534570,1514508,192163,3293474
ENSP00000415293;ENSP00000356675;ENSP00000356674;ENSP00000356677,ENSG00000185278,ZBTB37,49183,5399,4040,27501,0,4572,0,423,0,0,0,0,432234,28368,0,0,0,12545,0,38383,11638,1515,47413,0,0,0,4408,0,0
ENSP00000356687,ENSG00000162753,SLC9C2,0,0,0,0,4561,0,2212,84,0,408,2647,2446,0,0,0,0,0,0,1280,5659,0,777,1030,0,1852,161,0,5601,503
ENSP00000347457;ENSP00000356705,ENSG00000197959,DNM3,47698,1825,255796,1566,9724,11266,857,2038,6142,852,6305,12589,540,430,857,6625,3726,1617,3611,18420,2762,7519,11455,4388,12879,27644,880,720,1362
ENSP00000356713,ENSG00000027697,IFNGR1,4706,0,9198,3400,4069,3257,0,708,5978,1863,10856,6061,0,39835,7188,6525,0,10154,15669,11630,3999,11238,2380,5464,12230,3854,0,2544,0
ENSP00000236192;ENSP00000435933;ENSP00000356714,ENSG00000117533,VAMP4,41922,56806,71843,23693,11619,32830,36956,23012,24051,417912,21078,0,29804,64358,12450,7968,156627,13765,11646,89425,21309,53654,8932,13632,77463,19131,15601,15265,55691
ENSP00000356723,ENSG00000076258,FMO4,0,2475,0,22,5015,0,2962,435,0,321,1514,92480,308078,0,310,364,84,176,2392,0,590,9114,0,0,738,0,1310,0,0
ENSP00000356729,ENSG00000007933,FMO3,57668,263,6881,2999,67909,7314,30329,91749,20592,4243,109855,15493,16700867,44316,3099,5984,55565,1267,16178,12515,16089,8220,2630,1562,28200,9367,1333,19196,7476
ENSP00000356737,ENSG00000120370,GORAB,99833,2407,15083,14551,34795,49105,34805,5100,1155,277146,719195,3576,25130,49585,6968,5230,10850,4483,37934,1122649,22056,18676,8307,4373,23983,25135,3648,2334,23634
ENSP00000356739;ENSP00000354560;ENSP00000356741,ENSG00000075945,KIFAP3,8666,5066,30219,3085,14086,4624,3602,20265,3167,8607,7425,4820,2307,10739,5977,7214,904,24981,14581,3063,6132,6144,2263,1742,3971,24979,4844,3325,2889
ENSP00000356745,ENSG00000000457,SCYL3,13185,5917,3409,2522,11052,916,7298,2607,4978,7809,642,2943,27183,22157,771,0,12238,9858,7217,7189,44318,13120,145,1992,15739,1071,2884,3667,4811
ENSP00000356770;ENSP00000356771,ENSG00000198734,F5,51716,28047,3712,1959,8068,2316,13242,4686,379662,26423,6603,2406,35508,13619,2380,5076,19533,44516,12340,16565,5966,1941,854,90182,20478,3067,4541,22,15194
ENSP00000327541;ENSP00000356782,ENSG00000117475,BLZF1,3641,0,5196,0,15600,1738,3755,29995,7597,0,37028,1065,0,21572,510,0,5475,70155,0,20192,2425757,687,0,0,8767,396,358,1014,0
ENSP00000356785,ENSG00000143156,NME7,73399,16926,298136,4181,46228,38241,96398,676696,14821,43325,43972,9951,26799,56298,2025,19011,7185,24319,18868,23154,43544,357677,90472,14839,34121,78433,18861,9906,22365
ENSP00000356789;ENSP00000356790,ENSG00000143153,ATP1B1,1120523,227147,9584186,1603176,4375192,1798235,368755,704050,76103,1126864,7084758,9032390,1228773,1082832,8333,22625,2920829,95540,309234,1515473,7046790,5004047,958983,59808,2062796,697924,577291,64515,168499
ENSP00000356791,ENSG00000143196,DPT,1432624,760122,1173,728764,2293969,2168846,2469561,1862079,2905089,1927717,3393228,1196049,1162127,1191911,1017792,3454972,680709,1634108,4767889,3334949,1470215,1210393,2606670,183918,2583996,750733,162356,164567,1750037
ENSP00000356796,ENSG00000112339,HBS1L,879,589,2364,743,4831,2486,5296,782,0,1404,0,528,908,3207,710,452,2400,382,2157,6310,585,1355,1798,1775,1685,5642,486,593,1353
ENSP00000356807,ENSG00000143155,TIPRL,350531,488136,930669,474513,730324,681202,1044496,319410,654421,625672,996254,108698,744534,1156222,153952,314710,737296,363816,970657,614094,304510,863709,539241,567987,505687,533080,187397,101054,808925
ENSP00000356811,ENSG00000112339,HBS1L,80519,45754,128981,37155,195376,116248,138409,112630,58562,144447,247382,153997,338021,286988,25841,105256,211440,71945,68890,114284,283059,263551,57354,60342,74693,189556,33229,20603,53664
ENSP00000356817,ENSG00000143164,DCAF6,344,1234,211,2646,0,0,0,3376,288,0,0,261,888,4277,0,0,0,39,0,0,0,2077,407,0,1584,0,0,0,0
ENSP00000420455;ENSP00000356827,ENSG00000197965,MPZL1,0,10302,31712,1396,0,803,1932,0,0,0,0,0,0,2878,161,0,0,0,16383,0,536,3285,0,2610,0,10927,0,1240,2452
ENSP00000356828,ENSG00000198771,RCSD1,73344,947751,39532,180105,272334,98344,233072,73251,329605,139821,298622,26785,124067,443406,486044,228541,50845,83962,34399,195990,34159,502529,30936,521020,202849,92446,12958,233761,133972
ENSP00000356836,ENSG00000143190,POU2F1,6471,7022,2244,14446,50751,2706,12644,19274,4268,16685,6109,2319,7356,43162,14241,9795,6293,27628,17589,23042,3251,24474,5516,4996,16763,80226,9602,12233,9628
ENSP00000356842,ENSG00000143167,GPA33,127,110051,804,1072286,3900504,277,267,3017,6191,5466,1819,0,85356,2228,1993,9373,12204,0,16166,3387788,0,2945167,2794,12956,20049,5810,1404,4616,1953
ENSP00000356848,ENSG00000152382,TADA1,5449,8621,17906,3199,49505,39318,7939,16407,1517,5345,0,995,11835,61496,2830,4171,4043,10745,21830,2245,2515,29505,0,2426,10578,7219,797,3159,22309
ENSP00000356849;ENSP00000356850,ENSG00000143157,POGK,12948,555,3694,9046,160,6968,677,6855,299,749,1973,251,25377,33223,1251,1814,339,326,39268,4367,13217,3073,1932,4405,1408,2558,91,590,22267
ENSP00000356853,ENSG00000143179,UCK2,8488,4971,3005,0,13034,0,12625,3064,0,0,0,0,21640,71388,0,4077,104805,458,8895,16458,15590,27014,2074,0,7200,0,872,8621,0
ENSP00000356860;ENSP00000356864;ENSP00000487151;ENSP00000356858;ENSP00000356859,ENSG00000143198,MGST3,2681897,99689,3162701,77240,3408898,627466,509970,608261,2400460,383042,37012433,3804860,7956829,579322,238988,139035,1326251,3295486,3055172,1171983,4380544,2225402,490542,209413,1568867,560435,2712506,95227,340326
ENSP00000356872,ENSG00000185630,PBX1,104170,11135,27097,34689,74797,396265,122689,228937,8662,69259,14425,16069,15419,35454,4257,24035,613,17471,137151,61451,126165,34854,179208,18708,105478,15030,2430,5404,30133
ENSP00000356875;ENSP00000271452,ENSG00000143228,NUF2,0,0,0,915,0,369,0,0,0,0,0,0,0,2520,0,1159,939,487,504,0,893,0,0,1127,0,4919,427,0,0
ENSP00000356898;ENSP00000356899,ENSG00000162733,DDR2,51566,7756,5646,7236,36792,5164,21878,5353,29627,15794,3449,5293,603,2913,3119,9117,17842,1524,11438,49643,2075,6982,10263,2907,22947,7641,1602,203,9942
ENSP00000271469;ENSP00000356901;ENSP00000356902,ENSG00000117143,UAP1,34840,59946,32048,147090,125850,44079,129923,34628,226482,133564,38355,27946,838823,168452,8138,43014,202129,101413,418743,250680,541348,200288,9157,17120,319695,91188,10405,17005,92737
ENSP00000356903,ENSG00000117143,UAP1,0,0,0,0,0,0,964,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000356905,ENSG00000112299,VNN1,1224,20991,636,880,13864,8882,382,0,2174,17504,1346,7778,33183,951,132,0,16045,0,1200,0,0,113745,2891,524,656,1386,2355,643,3017
ENSP00000356918;ENSP00000356914,ENSG00000079950,STX7,748975,346087,716851,495429,901342,534888,905026,350296,1372887,1089079,1333202,791743,355007,818987,581719,358749,410631,888166,351196,1135244,565361,579059,503995,859042,760179,622902,337969,357288,353700
ENSP00000356919,ENSG00000118217,ATF6,0,0,0,0,0,0,4374,973,0,0,245078,0,32271,0,0,0,0,0,0,0,976,0,0,0,0,3449,829,0,0
ENSP00000356920,ENSG00000081721,DUSP12,8161,0,10738,8383,115974,23341,22862,7393,649,32103,6618,7502,33019,25981,6008,11821,4346,30776,2121,27324,16718,20052,11933,25012,2027858,71768,11676,14451,48010
ENSP00000356936;ENSP00000356930;ENSP00000236938,ENSG00000132185,FCRLA,0,831,0,0,0,0,6853,0,0,18498,5238,0,41279,0,3375,0,6947,3636,0,0,0,4554,0,6288,2559,0,0,11491,0
ENSP00000356940,ENSG00000079931,MOXD1,102718,9081,3238,8244,13575,67048,26095,17630,5641,25477,5164,37474,878,55702,3445,3816,1370,2800,152147,5608,8663,13981,123405,1189,22011,1556,3406,3859,13625
ENSP00000356949;ENSP00000271450,ENSG00000143226,FCGR2A,21489,84071,275,2821,4073,2805,7844,270,311358,22656,0,0,0,15828,4422,5642,0,8121,0,7876,750,2706,4502,28910,0,2989,2373,0,13209
ENSP00000356951,ENSG00000188931,CFAP126,0,0,1332,0,0,0,0,254332,0,0,0,0,0,4892,0,0,0,0,0,0,0,0,3045,0,3679,0,0,0,0
ENSP00000356953,ENSG00000143252,SDHC,27209,41766,0,0,48180,3393,0,7250,158054,32889,66872,21190,230988,5703,6350,17355,120893,17001,41932,65898,38082,0,0,1488,9085,0,3328,12283,782
ENSP00000356954,ENSG00000118523,CTGF,0,6121,1325,398,15195,30294,48265,2668,0,36768,44955,11076,13935,73277,353,8419,15073,29229,4177,11081,671,11150,11337,65528,24969,4422,231,0,2875
ENSP00000356967;ENSP00000356966,ENSG00000158882,TOMM40L,37432,0,9747,7710,12321,9396,20593,4335,35304,6558,28161,844,16074,12640,3840,0,0,3233,32125,9517,2236,32965,41603,1675,22693,0,9782,3531,0
ENSP00000476911;ENSP00000356969,ENSG00000158874,APOA2,10518234,18516600,3224317,3013068,3860160,5972028,17235466,6563769,39347842,5845530,4924105,13400227,7076245,5256784,2919716,772827,2498551,9838081,3880693,13733825,7527267,3838572,7994473,2756910,25160590,10972005,2074897,1944715,10701401
ENSP00000356972,ENSG00000158864,NDUFS2,1042813,172168,1368710,556578,2144064,386156,592000,342328,1186932,486910,13793632,2242876,1365916,844988,159333,217095,822187,424784,638937,1420399,1611900,877640,317126,398899,489129,742544,139757,151715,645924
ENSP00000356975,ENSG00000158859,ADAMTS4,374,14737,2103,609,0,1930,18767,1789,10442,43421,29740,0,1355,38528,833,3428,535,0,4961,0,2614,497,654,0,6323,681,20,0,30174
ENSP00000356978;ENSP00000343943,ENSG00000143224,PPOX,259877,55892,166618,49999,166688,105981,175224,662475,126691,111520,452583,259685,355970,202088,24022,379170,12827,212647,233416,159016,254669,116945,91976,94197,117931,117151,173886,27242,66862
ENSP00000289865;ENSP00000356981;ENSP00000356980,ENSG00000143258,USP21,0,0,390,0,0,867,0,3195,0,1094,462,375,0,886,0,375,0,129,0,0,0,946,0,1637,0,594,0,54,0
ENSP00000356982,ENSG00000143222,UFC1,1061790,1375065,1315010,286057,1514889,594270,1817394,2249418,1222215,603489,1684816,561589,422452,2819385,238672,196998,2403751,1410576,1629249,539731,890412,940757,763467,829222,908376,293945,446183,220710,1269875
ENSP00000356989,ENSG00000143256,PFDN2,1093129,183348,1497082,615601,1131293,829988,1161933,1091690,1156639,799948,1799517,569979,1039177,2267775,628562,992914,809318,893213,1169122,1483995,833794,430029,515492,1061585,1399830,2386761,628881,405328,856879
ENSP00000356990,ENSG00000162755,KLHDC9,2076,0,0,3963,0,0,0,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10533,3984,0,0,0
ENSP00000356991,ENSG00000143217,PVRL4,1158,4702,3729,22145,7164,24495,32537,15869,12668,35600,1868,997,0,52842,2334,103449,23613,554558,29812,33321,38465,6875,1400,14842,29468,3011,2829,18224,89599
ENSP00000356992,ENSG00000186517,ARHGAP30,4665,72464,2173,7580,5352,1913,6476,11748,21300,5856,479,261,4447,93893,46856,12576,1637,452,2150,13297,1944,34989,496,48563,15975,341,1119,23959,14875
ENSP00000357000;ENSP00000356999;ENSP00000356998,ENSG00000158773,USF1,2473,10838,6176,10197,350039,12035,6808,11031,0,2574,1108,3291,12112,15199,8159,8546,0,3176,41606,7692,57734,2369803,15619,1581,9839,4188,11963,4876,0
ENSP00000357002,ENSG00000215845,TSTD1,710963,110924,162048,181479,571463,157585,114648,802048,200590,76889,573079,1190666,4001269,555416,295918,138898,119981,858663,2098479,244281,3639087,989889,53749,108427,903724,193954,2151624,244075,149998
ENSP00000357005,ENSG00000158769,F11R,137684,23279,9193,94422,180831,22630,23808,99042,96681,77200,9295,171749,441433,532524,20784,29321,67213,333198,115758,95100,302791,301666,14625,220115,292804,27815,124041,42148,93480
ENSP00000357008,ENSG00000158764,ITLN2,2066,0,0,2273,3417824,0,0,0,477,0,14387,767,1581,0,437,0,30829,0,0,3200,5898,532124,159,494,0,587,0,151,0
ENSP00000357016;ENSP00000263285,ENSG00000122224,LY9,1343,2358,0,1271,9321,0,7386,847,0,3860,0,0,0,8940,1626,606,0,0,0,1225998,0,5787,0,5607,1452,0,0,1748,2101
ENSP00000357022,ENSG00000026751,SLAMF7,7271,12682,3249,7399,49625,0,8058,1496,18280,2358,0,0,15495,78687,2820,12936,179,7357,3948,18926,10763,96805,0,18662,5893,0,0,10335,1852
ENSP00000484431;ENSP00000357025,ENSG00000117091,CD48,5034,50723,0,2379,31645,0,0,1654,11898,6930,9276,21,10067,65123,102599,9868,0,0,11810,3144,1436,67837,555,10192,10690,535,0,119781,68931
ENSP00000357033;ENSP00000357027;ENSP00000312367,ENSG00000066294,CD84,8735,0,1805,13620,22174,3177,32894,0,0,56988,0,0,7879,53012,43483,7920,0,1349,0,15783,3203,17993,4779,96903,3980,17463,0,13882,8615
ENSP00000357038;ENSP00000357036,ENSG00000162739,SLAMF6,0,0,0,0,2044,0,0,0,18160,0,0,87,0,5873,13552,0,0,0,0,0,0,1929,25957,869,0,5984,0,18616,0
ENSP00000357047;ENSP00000357039;ENSP00000346588;ENSP00000357037,ENSG00000112282,MED23,7005,2165,3695,22683,24716,6926,9282,4453,8364,5379,1299,527992,13315,16503,8906,23299,5055,13018,13738,7569,8105,13865,2236,1299,3407,11039,2026,4244,4390
ENSP00000357040,ENSG00000162738,VANGL2,968,32662,44189,2347,2669,7274,21166,6493,0,42998,0,745,0,9493,0,5299,0,59584,30057,14349,4652,68009,168,13341,4326,373,1618,1064,48511
ENSP00000294785;ENSP00000357042,ENSG00000162736,NCSTN,13965,4465,21711,19592,52608,18109,16647,27261,18970,77981,62049,23824,2750,56515,1992,48016,72177,55752,34238,21551,23395,45211,12867,34055,23875,132165,23859,5068,18622
ENSP00000357048,ENSG00000122218,COPA,1210231,402140,555204,819577,2550746,914633,1290410,661805,1333651,1984654,906440,798697,3569872,2759526,255716,627217,3403293,1523871,2033319,1347466,3272597,1621186,310089,804406,1488909,988100,1280639,312446,1104409
ENSP00000357051,ENSG00000162735,PEX19,183262,44162,153506,32459,330207,42348,64263,45690,1477294,107128,214272,28390,375351,102194,103603,81121,26100,52286,106592,77389,44788,307762,28217,70012,119541,185464,58024,20679,81442
ENSP00000357057,ENSG00000143318,CASQ1,3184,25543,8068,0,29438,10830,35780,3173,0,8687,0,116,0,0,0,92077,0,13185,17523,0,0,0,3144,0,11242,0,0,9242,15955
ENSP00000357066,ENSG00000118520,ARG1,84824,413286,25028,64290,69188,6344,116790,21922,940100,136105,35823,35515,69664605,47733,14272,882422,64173,211324,46084,203020,58184,37737,6436,271926,89707,158478,6917,4170,409875
ENSP00000357067,ENSG00000162728,KCNJ9,0,0,1244,0,0,0,0,0,0,0,0,0,0,473,0,1422,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000357068,ENSG00000177807,KCNJ10,0,0,51815,1550,0,0,1489,0,0,0,0,18910,0,578,0,429,0,0,655,0,0,0,0,0,0,0,0,0,0
ENSP00000357069,ENSG00000143315,PIGM,65417,0,2523,76,1845,233,0,1723,559,296,0,525,3116,2394,960,68,465,2092,1184,0,9600,1851,491,76833,1799,0,3120,410,251
ENSP00000357077;ENSP00000357075,ENSG00000158710,TAGLN2,5430434,5662330,939357,3521575,7951546,6434777,11022426,3955428,11965177,7870420,5189259,4020581,8805327,10886769,5305926,1837361,5191893,12469323,2502993,6589587,3799682,8876367,6955690,15021221,13571271,3475175,1559520,5578622,7858952
ENSP00000357079,ENSG00000213085,CFAP45,0,3116,609,0,4554,0,474,224629,9290,309,106,0,90554,3281,1115,8182,3564,0,12365,7417,1419,1698,157,456,425,317,678,204,0
ENSP00000357080,ENSG00000243284,VSIG8,11563,0,0,0,0,0,0,167,0,0,0,8498,0,0,0,0,0,0,0,1364,0,0,59888,0,14403,0,0,4612,0
ENSP00000357089;ENSP00000357088;ENSP00000357087,ENSG00000158716,DUSP23,358446,259045,62403,291452,439745,268070,542637,283869,3834831,849916,195112,845159,1035155,1244453,151680,254381,235371,160888,492846,752237,127153,624282,284389,232696,318817,106475,408249,62139,729428
ENSP00000357106;ENSP00000357107,ENSG00000162706,CADM3,62176,52719,1765212,131496,138776,1835,25151,2707,38694,22399,29442,6532,104514,2742,15041,36635,24464,53087,54682,409379,38795,121095,2720,6924,158925,1508,44365,3419,4507
ENSP00000357110;ENSP00000338481,ENSG00000079819,EPB41L2,1028450,386046,4559615,1211452,730261,824467,865226,1579249,2116010,907748,710043,593298,699852,1357783,435264,555607,330365,619334,708523,1386969,865536,906007,631926,602539,1342523,1365063,172965,128255,332020
ENSP00000483485;ENSP00000357112,ENSG00000163568,AIM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,0,0,0,0,0,0,0,0,0,0,0,0,404,0
ENSP00000357122,ENSG00000163564,PYHIN1,0,8512,0,2107,765,1010,867,1569,0,3539,0,0,5472,19761,26111,10549,2134,0,145,18754,98,3316,0,4847,2062,238,0,17127,8446
ENSP00000357123,ENSG00000163563,MNDA,231570,1018709,62786,82024,465840,38854,221477,42528,1250908,148096,44549,30721,100479,615677,130574,181835,551092,161885,71502,137928,111695,178818,547353,874111,78685,140979,30053,138354,393567
ENSP00000357129,ENSG00000163554,SPTA1,3648890,1496092,223368,464712,437883,80287,391893,406168,1706683,592143,128791,79948,720317,282863,235344,330256,335211,1733807,711787,1728071,1783718,75565,27297,1262797,254238,21112,48936,27370,1483984
ENSP00000357131,ENSG00000146376,ARHGAP18,267739,74697,12732,102360,240901,49562,67281,668793,564689,127476,11326,100994,65550,288076,31930,61191,525538,79552,39857,67483,193141,246322,70851,147816,172809,165656,85455,15099,95554
ENSP00000357153,ENSG00000158473,CD1D,0,4971,151772,0,0,0,3769,213735,0,0,0,0,5517,323991,0,0,0,0,0,0,0,2836,0,0,6759,0,0,0,0
ENSP00000357154,ENSG00000183853,KIRREL,1283,0,0,493,809,0,0,1812,1469,0,0,2183,0,1365,0,1138,0,0,1225,3449,0,469,250,0,639,838,0,0,0
ENSP00000357156,ENSG00000073754,CD5L,995066,766764,53386,446400,77819,82128,185546,162495,12462395,1380265,43312,170673,128403,62789,43301,313775,3210,164924,30173,412065,113697,126026,65929,175639,1113086,73454,54127,4517,217809
ENSP00000357173;ENSP00000354691,ENSG00000143297,FCRL5,687,3052,380,1295,3076,0,9204,253,0,8487,0,200,0,51132,268,0,0,394,0,1406,1239,1424,0,37,2539,2182,0,3042,1638
ENSP00000357175,ENSG00000117036,ETV3,0,6283,277,8708,30318,0,9324,6803,0,17905,2477,2151,0,22423,174,3353,1059,1468,4940,0,188,19119,753,0,14724,2966,0,1165,16306
ENSP00000357177,ENSG00000132694,ARHGEF11,18751,1635,31414,5159,20436,13864,20901,6303,12273,12248,5762,3956,40108,20410,1040,9728,5587,12876,18139,18697,4165,18011,19227,3584,16433,27671,6508,1170,889
ENSP00000357181;ENSP00000376123;ENSP00000357182,ENSG00000027869,SH2D2A,0,5372,0,0,6409,0,0,172,0,0,0,0,0,2189,0,3996,0,3798,0,0,0,12022,0,1801,657,0,228,2591,1634
ENSP00000357194;ENSP00000354525,ENSG00000143314,MRPL24,299780,64641,74608,173597,624717,88162,154474,188252,143730,280489,368017,230150,218560,527912,71751,90025,166782,25170,308140,485829,159014,571125,11745,66291,91574,246030,28631,41291,89147
ENSP00000323424;ENSP00000357202,ENSG00000143319,ISG20L2,3143,11301,958,30189,13246,1682,3819,1652,10315,4142,2842,0,9748,18344,2298,3160,0,15197,7677,2149,1468,4705,1232,3658,4263,4305,512,2811,2755
ENSP00000357206,ENSG00000132688,NES,208390,237182,1195067,363634,1134735,986201,475324,226767,699733,507407,8926063,327604,393301,110524,88797,208769,184998,143344,490817,474872,179911,293882,631852,922039,288582,176095,104500,8928,228675
ENSP00000396441;ENSP00000357215,ENSG00000160818,GPATCH4,7019,4788,674,0,4429,4078,29314,18909,0,279,43433,1715,7247,64183,6206,3305,0,160,0,81,2659,14314,726,1704,8289,2499,2720,2996,399
ENSP00000357218,ENSG00000163382,APOA1BP,908340,85214,1028301,158447,1538793,811155,638157,614142,398005,624074,4070364,606767,2611788,695470,280226,379200,759034,406420,1398588,1247817,797970,415283,619790,271935,703395,2202249,749111,120578,200697
ENSP00000357260,ENSG00000160783,PMF1,9013,16825,9071,0,10314,6452,10865,3095,1980,17895,17030,10171,7811,29729,16090,24451,11253,17202,15614,41888,5822,13891,763,16736,10424,47704,9604,50349,17902
ENSP00000357269;ENSP00000357265;ENSP00000347117;ENSP00000357268,ENSG00000196189,SEMA4A,880,3743,15863,1300,6801,874,1429,229,1069,4253,0,179,0,39442,3140,0,250,0,611,744,2875,7930,435,4578,2984,0,53,10244,2842
ENSP00000357283,ENSG00000160789,LMNA,20008680,10659131,4038552,20887286,24847419,44553654,46752661,31317301,24609244,24220878,35357041,12053533,10824919,18820025,7992920,21849236,25840606,25993113,23745819,26921421,16112091,18027436,41385003,22280844,33472690,23171163,15083128,4545031,21176281
ENSP00000357284,ENSG00000160789,LMNA,13482,9048,7241,13845,17570,71241,25467,25037,14578,65896,60867,3051,5784,7986,19986,71027,0,26198,44005,30599,15179,37005,65349,6674,19368,193751,6514,5421,28182
ENSP00000357288,ENSG00000116586,LAMTOR2,257421,115907,529347,66463,801816,163072,272786,307214,186070,391463,278600,405212,512834,391156,108548,48325,245411,169163,269614,260281,164269,353921,256013,558718,142951,368453,915866,70955,260379
ENSP00000357292,ENSG00000160803,UBQLN4,104059,59474,236363,74444,163826,130327,143125,107299,122293,122174,200530,59262,181797,241981,75353,145024,57453,117560,147114,151471,104183,75495,96997,79740,95256,176714,54907,61511,57658
ENSP00000357304,ENSG00000132680,KIAA0907,5188,662,7638,20414,12105,11917,5607,3514,0,16219,0,2686,13239,21707,6253,0,3845,4737,0,7448,665,14398,1207,1699,10123,23902,5546,2521,2457
ENSP00000357307,ENSG00000132718,SYT11,3197,0,71042,2108,5520,1284,1648,0,0,2281,0,37516,0,623,0,3880,0,4213,831,0,2151,0,0,0,3338,0,0,0,1449
ENSP00000333934;ENSP00000357316,ENSG00000066651,TRMT11,321334,29922,67337,4610,13529,12716,24342,12031,10327,2507,47938,170633,66618,33273,3143,2591,15407,13794,14148,12906,18232,26163,139787,10619,145248,7143,17492,35897,4481
ENSP00000357325,ENSG00000125459,MSTO1,634,0,0,0,0,0,0,0,0,0,0,417,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000292254;ENSP00000357333,ENSG00000160753,RUSC1,6459,0,0,3369,0,9240,5254,2192,0,7005,0,0,2573,19119,0,2064,0,3628,30513,6351,0,6550,1928,1649,10520,1753,0,0,245
ENSP00000357336;ENSP00000357338,ENSG00000160753,RUSC1,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000357360,ENSG00000173171,MTX1,427528,19500,161358,82778,292660,141338,106511,157141,207536,260368,830050,273544,638797,151051,35888,47451,127848,166347,45948,225216,162189,320467,102007,34617,177238,195051,151978,29927,119119
ENSP00000357362,ENSG00000169231,THBS3,6212,5344,0,21396,18935,59142,73888,36514,41619,70091,35281,1046,17874,37951,19588,30269,20482,1899,36450,41989,1233,16319,100986,0,15273,7600,12994,1306,23414
ENSP00000484824;ENSP00000357377,ENSG00000185499,MUC1,373,6837,2213,76911,44106,29364,8630,421094,0,129638,6716,303207,0,259967,3682,1125,386518,144679,15650,137318,8270,9843,3092,0,2241769,1987,5915,2075,164016
ENSP00000357384,ENSG00000179085,DPM3,311384,9911,147907,143938,55904,247252,190995,506881,519862,3059,1347791,62772,387556,542361,28585,34979,1518566,43509,0,204823,233720,255426,1146688,270294,140255,5594,163641,86953,237129
ENSP00000357392,ENSG00000169242,EFNA1,6431,1603,13637,10293,0,37557,63318,9612,0,7814,39714,2347,12044,40172,575,585,0,3726,51602,0,1366,0,2784,0,10189,0,43054,0,826
ENSP00000357425,ENSG00000172594,SMPDL3A,16516,10918,2394,26442,60834,6851,21558,1822,2400,14616,14346,46447,8192,10873,604,576,11224,20068,383669,33507,9981,97652,4809,6821,57058,2384,20778,1893,29699
